_TITLE1 TOTAL INTER INTRA RESTR VDW
ZINC03454909 -29.343 -18.710 -7.291 0.000 -26.626
ZINC03465182 -20.635 -17.711 0.215 0.000 -26.371
ZINC03465189 -22.079 -17.767 -0.919 0.000 -25.673
ZINC03465195 -23.167 -22.004 1.979 0.000 -30.004
ZINC03465202 -20.972 -18.785 1.216 0.000 -30.084
ZINC03465208 -20.993 -17.672 -0.004 0.000 -26.761
ZINC03465215 -20.027 -17.488 0.692 0.000 -25.733
ZINC03465233 -23.070 -20.609 0.920 0.000 -31.556
ZINC03465237 -20.862 -20.638 2.889 0.000 -28.605
ZINC03465249 -20.705 -19.433 2.086 0.000 -30.129
ZINC03468577 -22.103 -19.743 0.906 0.000 -29.075
ZINC03468582 -24.330 -19.312 -1.772 0.000 -28.768
ZINC03477676 -21.672 -13.356 -4.951 0.000 -27.439
ZINC03478286 -27.635 -22.458 -2.432 0.000 -32.771
ZINC03486643 -24.517 -22.070 0.893 0.000 -26.790
ZINC03491142 -28.954 -24.383 -1.301 0.000 -29.335
ZINC03495698 -26.233 -20.415 -2.531 0.000 -26.088
ZINC03504558 -26.629 -15.491 -7.847 0.000 -28.891
ZINC03527986 -19.397 -15.707 -0.323 0.000 -28.604
ZINC03528552 -21.941 -19.557 0.889 0.000 -29.616
ZINC03565736 -20.482 -19.684 2.438 0.000 -30.703
ZINC03574158 -27.357 -21.006 -3.019 0.000 -27.403
ZINC03597876 -21.690 -19.056 0.709 0.000 -31.625
ZINC03613223 -25.727 -19.118 -3.379 0.000 -30.804
ZINC03618087 -26.197 -19.522 -3.255 0.000 -26.350
ZINC03626585 -27.426 -24.000 -0.096 0.000 -32.588
ZINC03627016 -29.998 -24.961 -1.805 0.000 -27.839
ZINC03632481 -26.506 -17.373 -5.797 0.000 -25.240
ZINC03632524 -24.715 -19.281 -2.156 0.000 -31.032
ZINC03632628 -24.431 -18.218 -2.919 0.000 -29.428
ZINC03632660 -25.375 -15.320 -6.804 0.000 -26.449
ZINC03632663 -24.926 -19.524 -2.188 0.000 -25.021
ZINC03632688 -24.509 -18.235 -3.470 0.000 -28.986
ZINC03632705 -24.192 -20.889 0.006 0.000 -27.867
ZINC03632710 -22.823 -18.361 -1.240 0.000 -26.331
ZINC03632724 -24.245 -18.712 -2.261 0.000 -25.708
ZINC03632731 -17.695 -14.944 0.511 0.000 -30.344
ZINC03635480 -18.841 -17.682 2.211 0.000 -27.961
ZINC03639629 -22.076 -19.528 0.782 0.000 -28.695
ZINC03644064 -21.644 -18.280 -0.134 0.003 -27.313
ZINC03664134 -23.866 -20.971 0.452 0.000 -29.741
ZINC03666674 -24.552 -17.594 -3.738 0.000 -25.066
ZINC03672006 -25.547 -15.316 -6.842 0.000 -30.698
ZINC03771889 -38.944 -20.470 -15.100 0.000 -31.870
ZINC03778216 -25.818 -19.298 -3.161 0.000 -25.965
ZINC03780342 -28.040 -13.896 -11.025 0.000 -25.781
ZINC03780346 -24.121 -16.903 -3.845 0.000 -26.704
ZINC03780362 -30.466 -24.359 -2.806 0.000 -29.912
ZINC03782709 -30.329 -22.517 -4.427 0.000 -30.560
ZINC03793210 -27.546 -25.312 1.140 0.000 -31.466
ZINC03795497 -31.552 -24.292 -3.963 0.000 -31.969
ZINC03799268 -29.696 -23.526 -2.923 0.000 -28.620
ZINC03799479 -23.329 -20.437 -0.970 0.000 -30.796
ZINC03801833 -25.483 -17.278 -4.849 0.000 -30.793
ZINC03803631 -23.221 -16.298 -3.660 0.000 -29.179
ZINC03803638 -26.097 -20.282 -2.648 0.000 -31.004
ZINC03804742 -25.503 -15.663 -6.415 0.000 -25.293
ZINC03805579 -22.991 -15.943 -3.641 0.000 -28.379
ZINC03805582 -21.246 -18.484 0.554 0.000 -30.360
ZINC03805585 -17.348 -17.845 3.756 0.000 -30.640
ZINC03805588 -22.764 -21.349 0.057 0.000 -32.269
ZINC03805592 -18.834 -13.351 -2.223 0.000 -28.867
ZINC03805940 -24.899 -21.031 -0.507 0.000 -26.868
ZINC03812228 -27.460 -21.776 -2.288 0.000 -29.639
ZINC03824520 -21.101 -16.918 -0.879 0.023 -26.347
ZINC03838297 -23.278 -20.022 0.048 0.000 -30.044
ZINC03839243 -26.253 -19.559 -3.457 0.001 -26.943
ZINC03839984 -32.214 -24.547 -4.382 0.000 -25.317
ZINC03841028 -28.682 -17.033 -8.391 0.000 -26.888
ZINC03842528 -21.038 -18.668 1.004 0.000 -31.482
ZINC03846620 -26.579 -22.081 -1.112 0.000 -26.540
ZINC03849434 -23.958 -16.049 -4.541 0.000 -23.229
ZINC03849762 -28.443 -21.116 -4.022 0.000 -31.234
ZINC03850256 -27.146 -19.171 -4.721 0.000 -24.018
ZINC03850351 -27.185 -18.928 -4.945 0.000 -26.397
ZINC03850354 -34.598 -16.563 -14.648 0.000 -26.242
ZINC03850417 -29.042 -22.585 -3.193 0.000 -24.957
ZINC03850818 -28.314 -22.841 -2.190 0.000 -31.563
ZINC03850924 -29.345 -22.703 -3.435 0.000 -26.108
ZINC03851309 -28.920 -25.916 -0.173 0.000 -33.311
ZINC03851341 -31.675 -29.095 0.725 0.000 -35.739
ZINC03851342 -28.353 -25.243 0.189 0.000 -27.920
ZINC03851555 -29.742 -27.309 0.850 0.000 -31.008
ZINC03851814 -25.364 -23.041 0.955 0.000 -33.359
ZINC03852032 -31.961 -29.834 1.189 0.000 -30.606
ZINC03852181 -21.301 -18.821 0.813 0.002 -27.194
ZINC03852232 -25.848 -22.856 0.306 0.000 -29.175
ZINC03852243 -23.657 -21.142 0.786 0.000 -26.301
ZINC03852281 -23.379 -20.612 0.519 0.000 -23.587
ZINC03852403 -30.955 -25.421 -2.210 0.000 -33.124
ZINC03852422 -24.630 -25.885 0.864 0.000 -29.936
ZINC03852800 -25.158 -19.986 -1.906 0.000 -25.433
ZINC03852945 -25.768 -18.880 -3.605 0.000 -25.486
ZINC03853009 -24.166 -21.636 0.811 0.000 -25.142
ZINC03853010 -26.222 -22.047 -0.827 0.000 -28.125
ZINC03853016 -21.833 -18.526 0.081 0.000 -25.040
ZINC03853017 -24.855 -20.740 -0.851 0.000 -23.761
ZINC03853018 -23.325 -18.962 -1.015 0.000 -29.482
ZINC03853019 -22.864 -15.914 -3.544 0.000 -24.679
ZINC03853314 -25.114 -20.106 -2.035 0.012 -26.669
ZINC03853494 -27.361 -23.021 -1.053 0.000 -29.819
ZINC03853513 -29.236 -23.205 -6.527 0.000 -28.946
ZINC03854059 -27.921 -26.596 0.579 0.000 -28.244
ZINC03854742 -26.664 -20.098 -3.211 0.000 -30.209
ZINC03854743 -24.899 -22.095 0.601 0.000 -26.766
ZINC03854744 -24.920 -21.933 0.305 0.000 -27.736
ZINC03854790 -23.752 -16.211 -4.215 0.000 -24.142
ZINC03855109 -28.816 -21.724 -3.690 0.000 -29.530
ZINC03855497 -25.991 -25.144 2.463 0.000 -28.424
ZINC03856220 -25.629 -19.781 -2.598 0.000 -30.022
ZINC03856221 -24.309 -17.816 -3.174 0.000 -31.216
ZINC03857364 -23.703 -21.390 1.057 0.000 -28.020
ZINC03857365 -22.091 -20.402 1.634 0.001 -25.301
ZINC03857366 -24.950 -16.695 -5.101 0.000 -26.003
ZINC03857370 -29.376 -22.659 -3.537 0.000 -27.524
ZINC03858046 -28.968 -26.637 0.807 0.000 -26.410
ZINC03858047 -30.027 -26.622 -0.794 0.000 -29.610
ZINC03858105 -23.375 -21.037 0.956 0.000 -30.075
ZINC03858546 -31.583 -23.827 -4.472 0.000 -28.865
ZINC03858564 -26.820 -26.278 2.695 0.000 -26.360
ZINC03858570 -29.846 -22.290 -4.262 0.000 -29.169
ZINC03858790 -24.904 -23.397 0.729 0.000 -27.454
ZINC03858791 -25.010 -20.555 -1.312 0.000 -26.704
ZINC03859012 -25.755 -24.878 2.441 0.000 -33.879
ZINC03859258 -27.804 -23.756 -0.780 0.000 -27.841
ZINC03859324 -27.620 -24.735 0.426 0.000 -28.889
ZINC03859801 -31.029 -24.005 -3.745 0.000 -27.370
ZINC03859865 -21.696 -18.413 -0.114 0.000 -31.192
ZINC03859878 -24.609 -19.146 -2.204 0.000 -27.496
ZINC03859908 -31.954 -25.033 -3.608 0.000 -27.864
ZINC03859942 -26.655 -22.722 -0.570 0.000 -29.822
ZINC03859949 -26.121 -21.119 -1.692 0.000 -27.055
ZINC03860058 -26.179 -23.530 0.654 0.000 -25.270
ZINC03860103 -22.721 -22.345 2.979 0.000 -27.721
ZINC03866727 -31.923 -25.776 -2.847 0.000 -27.378
ZINC03866745 -23.762 -26.174 5.799 0.000 -27.533
ZINC03866764 -24.191 -20.438 -0.720 0.336 -24.573
ZINC03866814 -20.389 -16.068 -0.968 0.000 -28.068
ZINC03866891 -22.468 -22.582 3.456 0.000 -31.559
ZINC03866892 -25.018 -24.371 2.771 0.000 -33.928
ZINC03866941 -19.693 -17.854 1.474 0.000 -28.790
ZINC03866952 -23.550 -24.140 3.797 0.000 -27.439
ZINC03866973 -22.135 -21.967 3.048 0.000 -30.514
ZINC03866979 -25.476 -17.805 -4.338 0.000 -29.347
ZINC03867016 -30.777 -22.716 -4.804 0.000 -26.463
ZINC03867017 -31.501 -22.182 -6.014 0.000 -25.995
ZINC03867045 -27.800 -24.836 0.203 0.000 -33.371
ZINC03867108 -28.294 -24.135 -0.866 0.000 -30.353
ZINC03867264 -28.170 -18.332 -6.485 0.000 -29.587
ZINC03867269 -41.552 -23.094 -15.183 0.000 -31.109
ZINC03867332 -20.439 -19.603 2.468 0.000 -31.019
ZINC03867374 -28.327 -23.567 -1.665 0.000 -31.993
ZINC03867375 -26.892 -25.365 -1.822 0.000 -31.473
ZINC03867435 -24.112 -21.537 0.831 0.000 -34.319
ZINC03867436 -23.933 -21.270 0.570 0.000 -28.393
ZINC03867612 -22.796 -18.355 -2.582 0.095 -31.198
ZINC03867793 -23.793 -23.268 2.256 0.000 -25.976
ZINC03868772 -27.161 -21.494 -2.393 0.006 -27.978
ZINC03883017 -29.485 -26.425 0.251 0.000 -33.849
ZINC03889394 -33.640 -25.406 -4.983 0.000 -29.764
ZINC03889395 -36.381 -28.014 -5.119 0.000 -30.732
ZINC03889599 -24.920 -19.009 -2.612 0.000 -26.310
ZINC03889600 -24.777 -16.806 -4.701 0.000 -27.977
ZINC03889675 -28.075 -22.891 -1.968 0.000 -30.477
ZINC03889740 -33.376 -23.769 -6.206 0.002 -27.337
ZINC03889754 -18.590 -12.385 -2.894 0.000 -25.108
ZINC03889853 -23.994 -18.322 -5.976 0.000 -28.566
ZINC03889855 -18.670 -20.792 4.087 0.000 -30.072
ZINC03889874 -27.742 -23.215 -1.268 0.000 -31.315
ZINC03889938 -28.165 -22.238 -2.610 0.000 -29.284
ZINC03890186 -25.309 -18.686 -3.323 0.000 -26.561
ZINC03890211 -25.501 -17.360 -4.733 0.000 -29.253
ZINC03890212 -22.044 -18.287 -0.488 0.000 -27.857
ZINC03890214 -21.632 -19.350 1.051 0.018 -27.749
ZINC03890343 -37.173 -19.241 -14.693 0.000 -33.206
ZINC03890344 -36.351 -15.778 -17.329 0.000 -29.868
ZINC03890940 -22.137 -16.714 -2.107 0.000 -27.910
ZINC03890964 -23.811 -19.306 -1.166 0.000 -32.259
ZINC03891022 -31.769 -27.528 -0.965 0.000 -28.139
ZINC03891162 -29.993 -25.065 -1.643 0.000 -31.695
ZINC03892565 -24.189 -22.240 1.332 0.000 -26.016
ZINC03892860 -35.686 -25.615 -6.760 0.000 -30.093
ZINC03892862 -23.561 -18.154 -2.177 0.000 -26.269
ZINC03892875 -25.259 -22.277 0.268 0.000 -31.682
ZINC03892881 -32.361 -28.015 -0.968 0.000 -29.584
ZINC03892903 -27.055 -25.944 1.969 0.000 -31.672
ZINC03892920 -27.235 -21.639 -2.355 0.000 -26.314
ZINC03892935 -27.215 -21.817 -3.423 0.000 -27.942
ZINC03892960 -24.435 -14.172 -6.968 0.000 -25.465
ZINC03892962 -25.106 -19.593 -5.932 0.000 -29.055
ZINC03892997 -23.800 -18.030 -2.530 0.000 -24.826
ZINC03913827 -25.094 -20.421 -1.346 0.000 -24.321
ZINC03915871 -24.006 -19.973 -0.785 0.000 -28.612
ZINC03916333 -30.717 -29.012 1.495 0.000 -32.039
ZINC03917815 -29.076 -22.003 -3.749 0.000 -28.413
ZINC03918902 -21.165 -18.088 0.260 0.000 -27.585
ZINC03918906 -25.968 -24.954 2.253 0.000 -29.201
ZINC03919168 -30.797 -22.310 -5.411 0.106 -28.538
ZINC03923561 -24.193 -16.550 -4.273 0.000 -30.121
ZINC03925855 -30.028 -27.974 -0.094 0.000 -34.486
ZINC03926127 -25.127 -20.962 -0.921 0.000 -25.973
ZINC03927802 -31.128 -26.741 -1.186 0.000 -31.724
ZINC03927804 -30.206 -29.873 3.061 0.000 -35.043
ZINC03929082 -25.630 -23.199 0.873 0.000 -30.742
ZINC03934216 -22.598 -22.048 2.657 0.000 -29.541
ZINC03935889 -21.838 -16.000 -2.489 0.000 -23.709
ZINC03936408 -27.399 -25.522 1.352 0.000 -27.739
ZINC03937005 -23.859 -21.392 0.769 0.000 -30.315
ZINC03937827 -26.653 -20.871 -2.552 0.000 -26.577
ZINC03939757 -21.943 -20.707 2.090 0.000 -35.222
ZINC03941395 -19.000 -18.482 2.761 0.000 -32.602
ZINC03942066 -27.426 -17.068 -7.015 0.000 -27.922
ZINC03942691 -29.327 -24.202 -1.857 0.000 -28.692
ZINC03943859 -29.404 -22.815 -3.308 0.000 -30.089
ZINC03943860 -31.798 -24.606 -4.011 0.000 -30.367
ZINC03943970 -25.211 -19.018 -2.785 0.000 -29.081
ZINC03944686 -24.573 -24.068 1.364 0.000 -35.702
ZINC03944689 -21.662 -16.785 -1.720 0.000 -32.544
ZINC03947386 -24.503 -25.609 4.477 0.000 -31.386
ZINC03957735 -28.620 -23.334 -1.919 0.000 -29.418
ZINC03962737 -26.160 -21.494 -2.724 0.000 -29.725
ZINC03964170 -26.471 -20.122 -2.963 0.000 -28.440
ZINC03965642 -22.506 -19.627 0.298 0.000 -29.267
ZINC03965643 -30.392 -22.555 -4.573 0.000 -27.597
ZINC03965654 -32.592 -25.611 -3.662 0.000 -33.253
ZINC03965655 -30.250 -23.489 -3.369 0.000 -32.045
ZINC03965658 -28.416 -22.048 -3.110 0.000 -30.872
ZINC03965695 -29.852 -21.488 -5.058 0.000 -28.091
ZINC03965697 -31.057 -21.417 -6.237 0.000 -24.278
ZINC03968036 -25.053 -20.390 -1.344 0.000 -30.757
ZINC03968039 -23.761 -21.568 1.191 0.000 -23.625
ZINC03968171 -28.399 -26.953 1.778 0.000 -28.553
ZINC03968441 -20.023 -17.808 1.176 0.000 -27.439
ZINC03968451 -24.401 -22.510 1.317 0.000 -27.565
ZINC03968522 -22.026 -16.908 -1.747 0.000 -28.508
ZINC03968523 -28.087 -20.489 -4.288 0.000 -30.282
ZINC03968524 -19.950 -14.233 -2.411 0.000 -22.577
ZINC03968586 -28.223 -23.098 -1.843 0.000 -30.203
ZINC03968658 -25.228 -19.219 -2.901 0.000 -27.542
ZINC03968977 -27.049 -23.878 -1.187 0.000 -27.878
ZINC03969156 -25.786 -22.692 0.092 0.000 -28.883
ZINC03969450 -28.363 -23.969 -1.101 0.000 -23.302
ZINC03969451 -31.028 -26.108 -1.603 0.000 -28.690
ZINC03969543 -25.606 -23.073 0.866 0.000 -27.205
ZINC03969716 -20.809 -19.929 2.290 0.000 -25.348
ZINC03969921 -25.595 -22.755 0.514 0.000 -28.667
ZINC03969922 -22.262 -16.436 -2.519 0.000 -25.721
ZINC03970221 -23.219 -21.635 1.767 0.000 -27.715
ZINC03970308 -20.396 -17.234 0.151 0.000 -27.634
ZINC03970560 -29.572 -23.494 -2.835 0.000 -28.544
ZINC03970623 -18.258 -14.924 -0.110 0.040 -26.744
ZINC03970653 -23.775 -22.773 2.301 0.000 -27.416
ZINC03970813 -27.880 -25.174 0.578 0.000 -28.664
ZINC03970814 -22.597 -21.570 2.220 0.000 -24.975
ZINC03970829 -21.596 -24.732 6.432 0.000 -28.664
ZINC03971516 -24.308 -18.802 -2.256 0.000 -26.104
ZINC03971601 -23.546 -17.840 -2.587 0.162 -25.852
ZINC03971602 -23.490 -17.379 -2.704 0.000 -25.915
ZINC03971670 -24.530 -21.536 0.329 0.000 -27.816
ZINC03971837 -22.076 -16.137 -4.268 0.000 -27.022
ZINC03971840 -19.373 -17.175 -0.356 0.000 -30.280
ZINC03971843 -21.846 -16.679 -1.957 0.000 -23.793
ZINC03971846 -23.412 -24.061 3.956 0.000 -29.890
ZINC03971945 -34.804 -27.140 -4.495 0.000 -30.389
ZINC03972432 -17.252 -15.240 1.288 0.000 -25.248
ZINC03972963 -20.505 -18.733 1.625 0.000 -27.933
ZINC03972967 -28.667 -24.864 -0.893 0.000 -29.072
ZINC03973006 -30.940 -27.083 -0.458 0.000 -32.151
ZINC03973073 -25.884 -23.100 0.573 0.000 -31.603
ZINC03973140 -28.041 -17.355 -7.326 0.000 -27.816
ZINC03973144 -25.626 -23.050 0.721 0.000 -30.332
ZINC03973169 -23.996 -19.652 -1.101 0.014 -25.791
ZINC03973236 -26.788 -23.718 0.148 0.000 -27.116
ZINC03973243 -30.100 -26.811 -0.000 0.000 -34.013
ZINC03973277 -25.940 -23.625 0.940 0.000 -23.816
ZINC03973307 -28.292 -24.103 -0.950 0.000 -28.493
ZINC03973316 -33.380 -23.114 -6.971 0.000 -27.965
ZINC03973338 -28.684 -23.108 -2.450 0.000 -27.668
ZINC03973350 -25.143 -20.574 -2.674 0.000 -25.417
ZINC03973358 -25.699 -17.750 -4.835 0.000 -27.512
ZINC03973405 -19.625 -15.612 -2.056 0.000 -29.018
ZINC03973414 -26.201 -21.861 -1.132 0.000 -29.773
ZINC03973532 -24.460 -20.290 -0.883 0.000 -26.230
ZINC03973555 -30.578 -20.179 -7.044 0.000 -31.304
ZINC03973566 -25.392 -23.487 0.955 0.000 -29.380
ZINC03973590 -33.686 -26.736 -3.633 0.000 -29.267
ZINC03973731 -21.176 -20.433 2.569 0.000 -28.566
ZINC03973739 -26.938 -22.725 -0.974 0.000 -32.227
ZINC03973825 -22.579 -21.267 1.947 0.000 -27.748
ZINC03973849 -23.963 -24.386 3.634 0.000 -28.563
ZINC03973899 -28.453 -21.169 -3.977 0.000 -25.511
ZINC03973986 -27.520 -24.407 0.017 0.000 -28.429
ZINC03973991 -26.122 -18.758 -4.129 0.000 -31.343
ZINC03974015 -26.415 -22.109 -1.015 0.000 -27.001
ZINC03974031 -23.583 -20.135 -0.435 0.000 -28.011
ZINC03974119 -26.418 -23.508 0.362 0.000 -31.674
ZINC03974136 -29.157 -15.901 -9.956 0.000 -24.434
ZINC03974161 -30.134 -27.306 0.479 0.000 -34.471
ZINC03974195 -22.620 -19.188 -0.169 0.000 -30.855
ZINC03974207 -27.382 -25.166 1.071 0.000 -30.951
ZINC03974249 -23.145 -18.715 -1.161 0.000 -27.371
ZINC03974253 -29.051 -20.886 -4.912 0.000 -25.841
ZINC03974982 -23.792 -16.359 -4.160 0.000 -28.824
ZINC03975521 -26.235 -24.436 1.439 0.000 -28.179
ZINC03975860 -23.673 -18.499 -1.765 0.000 -25.733
ZINC03975863 -27.660 -23.450 -0.885 0.000 -27.339
ZINC03975870 -24.391 -23.257 2.289 0.000 -31.590
ZINC03976455 -18.408 -18.778 3.650 0.000 -25.875
ZINC03976852 -26.627 -26.379 -0.560 0.000 -33.012
ZINC03976854 -25.410 -25.478 3.340 0.000 -31.136
ZINC03977055 -24.557 -22.856 1.613 0.000 -33.371
ZINC03977088 -25.066 -24.356 1.805 0.000 -31.365
ZINC03977093 -21.152 -19.081 1.043 0.000 -28.679
ZINC03977124 -28.952 -29.277 3.750 0.000 -30.744
ZINC03977152 -30.575 -26.746 -4.123 0.000 -29.755
ZINC03977173 -18.009 -18.227 3.512 0.000 -27.553
ZINC03977249 -28.308 -22.831 -2.225 0.000 -30.755
ZINC03977284 -30.271 -23.658 -3.333 0.000 -28.577
ZINC03977396 -24.652 -20.835 -0.491 0.001 -27.592
ZINC03977397 -23.570 -17.599 -2.652 0.000 -25.263
ZINC03977398 -22.361 -17.955 -1.106 0.008 -25.674
ZINC03977412 -29.486 -31.149 1.368 0.000 -31.038
ZINC03977431 -28.094 -23.873 -1.019 0.000 -25.251
ZINC03977469 -23.328 -22.647 2.527 0.000 -30.670
ZINC03977538 -18.417 -19.108 3.892 0.070 -27.748
ZINC03977553 -24.089 -20.277 -0.529 0.000 -27.192
ZINC03979776 -25.392 -22.467 0.354 0.000 -26.088
ZINC03979796 -25.368 -22.417 0.208 0.000 -22.435
ZINC03979813 -24.419 -19.093 -1.959 0.000 -26.223
ZINC03979895 -26.879 -22.617 -1.016 0.000 -27.193
ZINC03979896 -29.300 -22.016 -3.975 0.000 -26.617
ZINC03979940 -24.976 -21.415 -0.159 0.000 -27.926
ZINC03980019 -24.071 -14.790 -5.976 0.000 -25.570
ZINC03980055 -22.730 -19.355 -0.143 0.000 -28.508
ZINC03980073 -26.030 -21.721 -0.912 0.000 -26.560
ZINC03980199 -26.658 -23.271 -0.416 0.000 -27.802
ZINC03980200 -24.585 -17.040 -4.232 0.000 -25.526
ZINC03980426 -28.707 -16.539 -8.851 0.000 -30.527
ZINC03980730 -26.119 -23.348 0.488 0.000 -28.903
ZINC03983078 -34.628 -22.677 -8.658 0.000 -23.654
ZINC03983227 -26.244 -21.193 -1.772 0.000 -25.705
ZINC03983703 -22.338 -20.021 1.032 0.000 -24.134
ZINC03984317 -32.394 -22.542 -6.624 0.000 -31.942
ZINC03984344 -25.236 -24.009 2.036 0.000 -28.811
ZINC03984369 -29.527 -25.237 -0.966 0.000 -29.893
ZINC03984439 -26.197 -24.822 1.903 0.000 -28.295
ZINC03984490 -24.650 -24.251 2.997 0.000 -29.292
ZINC03984497 -27.141 -22.951 -0.842 0.000 -27.465
ZINC03984512 -26.493 -21.359 -1.745 0.000 -26.514
ZINC03984548 -32.529 -24.476 -4.823 0.000 -30.425
ZINC03984556 -25.455 -23.196 1.003 0.001 -29.809
ZINC03984558 -24.180 -17.505 -3.389 0.000 -27.256
ZINC03984573 -32.187 -27.418 -5.130 0.000 -33.582
ZINC03984575 -30.749 -27.603 0.164 0.000 -30.417
ZINC03984582 -23.377 -18.515 -1.469 0.000 -30.987
ZINC03984622 -24.620 -15.617 -5.752 0.000 -27.132
ZINC03984623 -21.402 -18.704 0.655 0.000 -29.988
ZINC03984630 -24.149 -22.102 1.179 0.000 -28.380
ZINC03984643 -26.839 -23.302 -0.193 0.000 -33.062
ZINC03984645 -26.834 -24.108 0.433 0.000 -29.925
ZINC03984648 -23.602 -24.113 0.176 0.000 -28.968
ZINC03984650 -26.616 -22.958 -0.431 0.000 -27.912
ZINC03984654 -29.137 -21.622 -4.306 0.000 -29.389
ZINC03984676 -24.482 -21.569 0.353 0.000 -29.986
ZINC03984693 -26.715 -19.775 -3.609 0.000 -30.923
ZINC03984696 -30.181 -25.899 -2.316 0.000 -29.685
ZINC03984706 -27.713 -23.189 -1.257 0.000 -30.588
ZINC03984728 -21.968 -17.967 -0.646 0.000 -29.953
ZINC03984746 -34.622 -27.333 -4.053 0.000 -31.858
ZINC03984749 -26.877 -23.828 0.290 0.000 -29.085
ZINC03984794 -25.602 -21.446 -1.007 0.000 -27.531
ZINC03984801 -33.162 -27.347 -2.551 0.000 -31.909
ZINC03986185 -23.177 -21.101 -0.130 0.000 -26.371
ZINC03986226 -21.425 -19.156 0.683 0.000 -26.075
ZINC03986422 -23.774 -16.951 -7.145 0.000 -27.833
ZINC03986648 -26.091 -22.071 -0.703 0.000 -31.135
ZINC03986668 -22.477 -21.267 2.189 0.000 -28.262
ZINC03986765 -23.419 -19.800 -0.376 0.025 -29.576
ZINC03986766 -29.065 -23.133 -2.630 0.000 -28.167
ZINC03986921 -27.619 -17.463 -6.908 0.000 -26.263
ZINC03986925 -28.371 -18.686 -6.381 0.000 -27.628
ZINC03987274 -22.910 -25.978 6.283 0.000 -31.194
ZINC03987279 -26.532 -26.115 2.727 0.000 -32.387
ZINC03987405 -27.769 -25.338 0.948 0.023 -32.206
ZINC03987410 -23.635 -20.897 0.488 0.000 -29.476
ZINC03987553 -27.184 -24.505 0.631 0.000 -30.810
ZINC03987778 -24.984 -16.530 -5.142 0.000 -28.166
ZINC03987826 -23.869 -14.400 -6.167 0.000 -26.800
ZINC03987827 -25.529 -19.973 -2.282 0.000 -32.676
ZINC03987861 -24.874 -16.260 -5.324 0.000 -28.660
ZINC03987862 -21.908 -19.415 0.701 0.000 -27.108
ZINC03987915 -34.119 -25.429 -5.512 0.000 -30.485
ZINC03987938 -25.950 -18.188 -4.325 0.000 -29.300
ZINC03987940 -22.323 -18.836 -0.218 0.000 -26.011
ZINC03987972 -20.569 -18.248 0.972 0.000 -29.976
ZINC03988058 -27.579 -21.777 -2.527 0.000 -29.294
ZINC03989354 -29.337 -23.507 -2.615 0.000 -26.355
ZINC03990180 -24.377 -22.372 1.091 0.000 -26.908
ZINC03990451 -16.568 -15.990 2.750 0.000 -28.815
ZINC03991031 -28.464 -23.296 -1.906 0.000 -29.761
ZINC03991072 -28.342 -27.674 2.437 0.000 -29.454
ZINC03991931 -31.313 -21.812 -6.184 0.000 -26.679
ZINC03991992 -42.286 -20.887 -17.983 0.000 -26.993
ZINC03991993 -42.727 -21.495 -17.957 0.000 -26.423
ZINC03991994 -41.432 -23.628 -14.568 0.000 -31.570
ZINC03992767 -26.501 -21.395 -1.699 0.000 -28.075
ZINC03992798 -29.585 -21.619 -4.731 0.000 -26.978
ZINC03992850 -27.132 -24.365 0.450 0.000 -29.637
ZINC03992880 -24.682 -21.842 0.463 0.006 -28.868
ZINC03992884 -24.216 -21.225 0.303 0.000 -29.817
ZINC03993016 -30.362 -20.636 -6.383 0.000 -26.284
ZINC03993065 -25.276 -20.250 -3.111 0.000 -24.220
ZINC03993066 -19.852 -17.735 1.214 0.009 -22.940
ZINC03993086 -30.354 -21.801 -5.212 0.000 -28.020
ZINC03994893 -25.930 -24.347 1.642 0.000 -26.846
ZINC03995537 -22.247 -18.604 -0.247 0.000 -26.974
ZINC03997165 -23.177 -21.899 1.940 0.000 -30.665
ZINC03997167 -23.875 -22.774 2.062 0.000 -24.944
ZINC03997750 -21.544 -16.834 -1.316 0.000 -25.750
ZINC03997755 -31.626 -27.705 -0.548 0.000 -25.445
ZINC03997900 -25.403 -23.476 1.359 0.000 -29.733
ZINC04000710 -28.224 -22.692 -2.112 0.000 -29.082
ZINC04000720 -30.935 -25.111 -2.577 0.000 -26.793
ZINC04000963 -26.204 -23.187 0.230 0.000 -27.945
ZINC04001230 -27.431 -25.770 1.695 0.000 -30.323
ZINC04001237 -27.266 -19.773 -4.281 0.000 -26.488
ZINC04003689 -26.718 -24.265 0.933 0.000 -26.529
ZINC04004646 -34.402 -25.248 -5.939 0.000 -29.740
ZINC04014618 -20.046 -17.053 0.383 0.000 -28.105
ZINC04015452 -23.799 -20.435 -0.137 0.000 -27.397
ZINC04016690 -23.760 -21.964 1.479 0.000 -27.000
ZINC04016692 -21.285 -18.917 0.991 0.000 -27.601
ZINC04016760 -23.322 -19.623 -0.399 0.000 -29.161
ZINC04017218 -25.226 -22.830 0.861 0.000 -28.737
ZINC04017847 -26.976 -19.811 -3.913 0.000 -24.851
ZINC04018592 -17.860 -14.038 -0.414 0.000 -28.569
ZINC04035817 -22.330 -17.513 -1.408 0.000 -25.634
ZINC04044580 -19.873 -13.082 -3.489 0.000 -26.518
ZINC04045764 -26.063 -25.916 3.116 0.000 -27.264
ZINC04056490 -25.652 -21.490 -1.118 0.000 -25.047
ZINC04056534 -27.196 -18.642 -6.716 0.000 -29.167
