_TITLE1 TOTAL INTER INTRA RESTR VDW
ZINC01222356 -32.251 -24.668 -4.321 0.000 -30.453
ZINC01223709 -29.325 -18.907 -7.134 0.000 -27.790
ZINC01223723 -27.661 -19.306 -4.964 0.000 -31.585
ZINC01223764 -28.427 -16.272 -8.763 0.000 -27.259
ZINC01225071 -20.044 -19.596 2.773 0.000 -29.478
ZINC01225081 -24.891 -18.447 -3.081 0.000 -29.258
ZINC01225082 -20.400 -17.850 0.560 0.000 -28.019
ZINC01225087 -21.331 -18.930 0.892 0.000 -29.020
ZINC01225097 -20.142 -19.410 2.657 0.000 -28.856
ZINC01225099 -22.953 -20.878 1.092 0.000 -29.429
ZINC01230217 -28.200 -20.590 -4.345 0.000 -21.712
ZINC01241335 -24.399 -24.079 2.933 0.000 -27.961
ZINC01242207 -24.650 -25.363 4.109 0.000 -28.813
ZINC01246400 -33.069 -25.726 -4.162 0.000 -30.431
ZINC01248565 -27.735 -23.030 -1.438 0.000 -26.226
ZINC01248566 -22.583 -22.057 2.772 0.000 -29.695
ZINC01249046 -26.716 -24.339 -0.427 0.000 -27.649
ZINC01250393 -28.202 -24.512 -0.447 0.000 -27.352
ZINC01250394 -26.631 -16.381 -6.912 0.000 -26.895
ZINC01251284 -24.847 -21.659 0.132 0.000 -29.998
ZINC01252178 -25.596 -21.106 -1.522 0.207 -25.523
ZINC01252179 -22.840 -20.137 0.513 0.000 -28.102
ZINC01253007 -27.204 -20.062 -4.091 0.000 -28.147
ZINC01253777 -26.756 -22.249 -1.264 0.000 -24.529
ZINC01253778 -26.763 -23.576 0.202 0.000 -28.534
ZINC01254138 -25.273 -20.861 -1.137 0.000 -28.918
ZINC01254139 -24.196 -20.650 -0.372 0.000 -27.706
ZINC01254576 -30.323 -24.875 -2.133 0.000 -28.731
ZINC01270478 -25.260 -20.979 -0.924 0.000 -27.179
ZINC01270479 -25.984 -23.445 0.704 0.000 -31.265
ZINC01278752 -25.220 -22.785 0.870 0.000 -26.971
ZINC01283324 -24.979 -22.661 0.926 0.000 -29.441
ZINC01283325 -24.360 -17.229 -3.740 0.000 -27.744
ZINC01288541 -28.386 -23.137 -1.881 0.000 -30.579
ZINC01289245 -22.867 -17.622 -1.886 0.000 -27.470
ZINC01293471 -27.556 -22.480 -1.773 0.000 -28.297
ZINC01293472 -22.867 -18.544 -1.087 0.000 -26.738
ZINC01294176 -25.488 -13.759 -8.535 0.000 -23.195
ZINC01294179 -23.898 -20.950 0.140 0.000 -25.515
ZINC01294565 -28.324 -21.548 -3.508 0.000 -24.299
ZINC01300158 -24.601 -21.372 0.071 0.000 -29.840
ZINC01300159 -25.507 -22.303 0.058 0.000 -30.203
ZINC01302344 -24.086 -20.979 0.195 0.000 -28.795
ZINC01302345 -26.160 -22.987 0.054 0.000 -28.848
ZINC01307676 -22.889 -14.100 -5.553 0.000 -24.196
ZINC01307677 -23.622 -15.793 -4.535 0.000 -23.972
ZINC01307678 -27.533 -21.933 -3.667 0.000 -29.406
ZINC01314921 -38.264 -29.849 -8.814 0.000 -30.970
ZINC01315392 -27.729 -22.807 -1.613 0.017 -27.874
ZINC01315393 -23.320 -18.753 -1.316 0.000 -27.486
ZINC01324493 -19.095 -15.241 -0.615 0.000 -28.183
ZINC01324568 -24.533 -20.882 -0.417 0.000 -28.106
ZINC01324593 -24.523 -14.315 -6.846 0.000 -25.971
ZINC01324609 -21.875 -16.320 -2.165 0.000 -28.305
ZINC01325283 -24.218 -23.935 2.802 0.000 -27.958
ZINC01325286 -29.163 -27.383 1.398 0.000 -32.631
ZINC01328987 -28.465 -25.050 -0.185 0.000 -27.785
ZINC01333332 -30.346 -24.111 -2.847 0.000 -29.418
ZINC01342398 -37.624 -25.876 -8.334 0.000 -33.614
ZINC01346473 -24.323 -19.895 -4.780 0.000 -30.029
ZINC01433613 -19.958 -19.348 2.628 0.000 -29.564
ZINC01435104 -18.711 -15.900 0.480 0.000 -23.507
ZINC01435105 -16.609 -16.302 2.935 0.000 -27.105
ZINC01436394 -25.688 -25.301 2.852 0.000 -29.900
ZINC01436395 -25.282 -18.723 -3.296 0.019 -28.296
ZINC01437595 -28.255 -23.881 -0.970 0.000 -29.178
ZINC01437596 -16.140 -13.180 0.295 0.006 -21.776
ZINC01441790 -25.473 -20.349 -1.770 0.000 -31.864
ZINC01444544 -23.948 -20.817 0.163 0.000 -32.027
ZINC01444545 -24.837 -22.593 1.077 0.000 -27.820
ZINC01454023 -24.713 -22.292 0.825 0.000 -27.248
ZINC01464602 -24.864 -20.609 -0.852 0.000 -29.334
ZINC01471091 -23.461 -15.231 -4.859 0.000 -28.146
ZINC01471092 -23.016 -20.203 0.594 0.000 -31.380
ZINC01471266 -22.169 -20.913 1.834 0.000 -30.977
ZINC01472948 -25.681 -21.071 -1.346 0.000 -29.270
ZINC01474068 -29.725 -23.420 -2.991 0.000 -26.175
ZINC01474404 -25.665 -23.564 1.176 0.000 -32.601
ZINC01474405 -27.155 -21.639 -2.175 0.000 -27.020
ZINC01474412 -24.786 -20.619 -0.849 0.000 -25.796
ZINC01474436 -28.166 -24.486 -0.367 0.000 -28.514
ZINC01474437 -26.311 -23.152 0.088 0.000 -27.007
ZINC01474439 -27.992 -23.625 -1.091 0.000 -29.089
ZINC01474450 -23.543 -17.424 -2.818 0.000 -28.430
ZINC01474451 -28.489 -17.564 -7.536 0.000 -29.016
ZINC01474452 -23.388 -20.298 0.282 0.000 -30.369
ZINC01474454 -23.636 -20.809 0.282 0.000 -27.950
ZINC01474460 -29.213 -22.744 -3.366 0.000 -27.187
ZINC01474461 -28.377 -27.159 -1.547 0.006 -29.436
ZINC01474480 -30.401 -27.042 -0.149 0.000 -30.857
ZINC01474481 -26.742 -25.024 1.528 0.001 -29.598
ZINC01474483 -31.688 -28.088 -1.696 0.000 -30.495
ZINC01474497 -27.362 -21.193 -2.825 0.000 -32.256
ZINC01474518 -26.945 -19.696 -3.988 0.000 -25.734
ZINC01474519 -23.944 -21.568 0.864 0.000 -27.135
ZINC01474522 -29.014 -26.261 0.527 0.000 -29.505
ZINC01474523 -22.194 -21.958 1.742 0.000 -30.946
ZINC01474526 -27.319 -25.073 1.120 0.000 -26.501
ZINC01474527 -30.737 -27.358 -0.109 0.000 -31.106
ZINC01474542 -28.419 -25.113 -1.811 0.000 -28.242
ZINC01474543 -27.387 -23.926 -0.064 0.000 -31.027
ZINC01474545 -28.126 -23.494 -1.442 0.000 -27.428
ZINC01474561 -25.547 -23.065 0.820 0.000 -31.974
ZINC01474588 -27.618 -20.344 -3.999 0.000 -32.120
ZINC01474589 -21.729 -19.718 1.204 0.000 -28.332
ZINC01474596 -26.692 -23.525 -0.078 0.000 -29.839
ZINC01474597 -29.246 -22.315 -4.973 0.000 -29.365
ZINC01474598 -25.521 -21.370 -0.915 0.000 -24.087
ZINC01474599 -22.139 -17.998 -0.890 0.000 -27.987
ZINC01474601 -26.077 -24.922 0.477 0.000 -27.930
ZINC01474610 -29.609 -26.565 0.224 0.000 -29.511
ZINC01474611 -27.272 -22.083 -5.485 0.000 -29.016
ZINC01474613 -29.352 -18.536 -7.571 0.000 -29.963
ZINC01474615 -29.280 -18.891 -7.038 0.000 -31.854
ZINC01474670 -22.882 -23.072 2.136 0.000 -26.091
ZINC01474725 -27.380 -26.585 2.514 0.000 -27.248
ZINC01474726 -26.722 -18.990 -4.339 0.000 -29.402
ZINC01474801 -27.326 -23.053 -0.952 0.000 -30.122
ZINC01474808 -25.549 -22.031 -0.351 0.000 -29.420
ZINC01474809 -26.836 -22.654 -0.904 0.000 -32.278
ZINC01474913 -24.568 -20.513 -0.827 0.000 -28.764
ZINC01474914 -20.363 -18.555 1.502 0.000 -29.679
ZINC01474939 -30.395 -25.347 -3.373 0.000 -28.719
ZINC01474941 -35.037 -28.300 -3.414 0.000 -31.786
ZINC01474942 -31.471 -26.971 -1.157 0.000 -34.185
ZINC01475073 -29.995 -25.647 -1.111 0.000 -30.402
ZINC01475075 -29.068 -22.455 -6.861 0.000 -28.407
ZINC01475076 -32.096 -23.751 -5.083 0.000 -29.444
ZINC01475078 -28.749 -24.981 -0.534 0.000 -28.446
ZINC01475079 -32.893 -25.941 -3.732 0.000 -30.863
ZINC01475080 -29.677 -20.293 -6.012 0.000 -29.511
ZINC01475081 -31.627 -25.643 -2.720 0.000 -28.531
ZINC01475083 -23.555 -22.335 1.986 0.002 -28.260
ZINC01475084 -23.023 -25.883 4.762 0.000 -34.062
ZINC01477481 -28.028 -23.220 -1.524 0.000 -31.014
ZINC01477482 -24.680 -20.796 -0.583 0.000 -29.049
ZINC01477920 -31.891 -24.963 -5.073 0.000 -30.992
ZINC01478230 -27.195 -23.251 -0.627 0.000 -30.982
ZINC01478231 -28.808 -23.890 -1.667 0.000 -28.299
ZINC01478234 -29.963 -18.185 -8.372 0.000 -26.582
ZINC01478235 -25.162 -22.069 0.075 0.000 -29.333
ZINC01478315 -25.251 -21.051 -0.981 0.000 -33.934
ZINC01478326 -28.298 -24.930 -0.094 0.000 -35.079
ZINC01478327 -25.520 -22.226 -0.092 0.000 -29.017
ZINC01478406 -21.377 -22.201 3.588 0.009 -26.990
ZINC01478407 -20.264 -19.916 2.942 0.000 -28.341
ZINC01479270 -24.282 -21.905 0.782 0.000 -28.131
ZINC01479271 -19.454 -20.616 4.489 0.000 -29.683
ZINC01479274 -24.398 -18.550 -2.623 0.000 -24.550
ZINC01479275 -21.203 -20.484 2.657 0.000 -24.144
ZINC01479282 -29.629 -27.687 1.278 0.000 -30.502
ZINC01479283 -23.561 -19.533 -0.719 0.000 -29.028
ZINC01479301 -23.678 -17.980 -2.709 0.000 -23.716
ZINC01479302 -22.529 -20.575 1.429 0.000 -31.571
ZINC01479303 -24.478 -24.062 1.470 0.000 -28.924
ZINC01479306 -28.419 -19.920 -5.167 0.000 -26.941
ZINC01479307 -24.366 -25.767 4.758 0.000 -29.720
ZINC01479312 -21.362 -23.125 3.745 0.000 -30.138
ZINC01479313 -24.206 -22.541 1.526 0.000 -29.908
ZINC01479354 -24.668 -22.301 0.975 0.000 -28.187
ZINC01479355 -24.685 -21.937 0.428 0.000 -30.261
ZINC01479360 -25.431 -23.735 1.662 0.000 -28.969
ZINC01479361 -27.035 -24.860 1.200 0.000 -30.572
ZINC01479365 -28.776 -21.145 -4.582 0.000 -28.393
ZINC01479410 -25.669 -20.691 -1.566 0.000 -29.725
ZINC01479411 -29.914 -22.028 -4.620 0.000 -29.540
ZINC01479414 -30.800 -23.783 -3.743 0.000 -27.855
ZINC01479415 -27.863 -21.070 -3.503 0.000 -31.485
ZINC01479522 -21.692 -18.325 -0.144 0.000 -29.036
ZINC01479523 -27.400 -20.229 -3.862 0.000 -31.363
ZINC01479528 -25.248 -24.056 -5.198 0.000 -30.837
ZINC01479529 -25.047 -22.176 0.330 0.000 -28.832
ZINC01479557 -27.313 -20.131 -3.922 0.000 -24.227
ZINC01479558 -28.208 -19.932 -5.011 0.000 -30.263
ZINC01479559 -23.915 -23.443 2.861 0.000 -28.158
ZINC01479574 -24.670 -18.159 -3.222 0.000 -30.311
ZINC01479575 -23.235 -21.482 1.538 0.000 -30.206
ZINC01479576 -26.618 -26.853 2.036 0.000 -31.362
ZINC01479577 -24.453 -20.732 -1.755 0.000 -30.081
ZINC01482825 -26.168 -21.275 -1.645 0.000 -29.779
ZINC01482873 -20.922 -21.762 4.065 0.000 -29.871
ZINC01483323 -30.434 -25.353 -1.753 0.000 -31.236
ZINC01484757 -26.174 -20.367 -2.445 0.000 -26.693
ZINC01485448 -27.233 -30.104 5.559 0.000 -26.844
ZINC01485703 -25.787 -23.559 0.708 0.000 -27.738
ZINC01485713 -21.612 -19.763 1.459 0.000 -24.807
ZINC01486093 -29.741 -25.560 -2.235 0.000 -28.925
ZINC01486361 -33.108 -26.409 -7.028 0.000 -27.432
ZINC01486366 -27.723 -24.495 0.008 0.000 -28.913
ZINC01487885 -26.544 -23.523 0.266 0.000 -28.909
ZINC01487907 -35.284 -24.072 -7.898 0.000 -27.177
ZINC01489197 -33.924 -34.468 2.688 0.000 -33.143
ZINC01489279 -26.646 -20.385 -2.974 0.000 -27.704
ZINC01489833 -21.200 -20.682 2.697 0.006 -28.203
ZINC01489972 -28.684 -25.989 0.612 0.000 -30.379
ZINC01490906 -23.973 -16.396 -4.268 0.000 -29.542
ZINC01492203 -26.216 -24.648 1.818 0.000 -29.505
ZINC01492442 -25.121 -22.952 1.112 0.000 -31.997
ZINC01492443 -22.333 -17.846 -1.101 0.000 -29.703
ZINC01492728 -26.279 -21.622 -1.269 0.000 -29.379
ZINC01492746 -30.502 -22.981 -4.235 0.000 -27.355
ZINC01493498 -26.048 -21.595 -1.168 0.013 -29.281
ZINC01493501 -24.173 -18.132 -2.893 0.000 -28.031
ZINC01493502 -23.296 -21.264 0.813 0.480 -28.804
ZINC01494159 -25.934 -19.326 -3.256 0.000 -30.705
ZINC01494161 -28.128 -18.257 -6.577 0.000 -28.845
ZINC01494163 -27.673 -20.095 -4.356 0.000 -27.558
ZINC01494528 -29.660 -25.223 -1.168 0.000 -32.661
ZINC01494531 -27.486 -23.664 -1.894 0.000 -29.758
ZINC01494788 -18.330 -18.433 3.517 0.000 -23.299
ZINC01494902 -24.511 -20.466 -0.850 0.000 -28.395
ZINC01505388 -30.916 -27.409 -0.089 0.000 -33.051
ZINC01508616 -21.921 -16.407 -2.216 0.000 -26.958
ZINC01508621 -19.585 -20.699 2.966 0.000 -28.056
ZINC01508629 -15.637 -17.460 5.113 0.000 -26.730
ZINC01533335 -24.009 -19.308 -1.310 0.000 -30.586
ZINC01533617 -23.641 -18.892 -1.445 0.000 -29.695
ZINC01534430 -29.626 -23.710 -2.534 0.000 -29.607
ZINC01534846 -32.007 -26.774 -3.253 0.000 -30.298
ZINC01535934 -25.312 -19.611 -2.381 0.000 -32.823
ZINC01536540 -29.033 -21.653 -4.125 0.000 -24.653
ZINC01537603 -30.526 -23.430 -3.871 0.000 -30.597
ZINC01537674 -22.003 -18.235 -0.496 0.000 -27.865
ZINC01538660 -34.799 -23.279 -8.270 0.000 -26.223
ZINC01538661 -33.051 -20.506 -9.259 0.000 -29.886
ZINC01538857 -17.383 -16.053 1.881 0.000 -28.029
ZINC01538998 -24.672 -22.333 0.944 0.000 -31.527
ZINC01539000 -29.739 -23.429 -3.057 0.000 -30.337
ZINC01539006 -23.773 -22.331 1.787 0.000 -31.041
ZINC01539675 -29.807 -22.333 -4.279 0.000 -30.565
ZINC01540854 -27.422 -20.328 -3.803 0.000 -25.446
ZINC01540855 -24.431 -17.220 -3.902 0.000 -25.642
ZINC01545657 -23.548 -18.350 -1.934 0.000 -27.604
ZINC01547559 -27.434 -18.304 -5.809 0.000 -31.619
ZINC01548247 -27.057 -23.058 -0.667 0.000 -29.922
ZINC01548917 -20.372 -19.449 2.442 0.000 -27.015
ZINC01549298 -30.876 -20.841 -6.714 0.000 -29.379
ZINC01552276 -27.620 -23.608 -0.665 0.014 -30.263
ZINC01552277 -32.319 -26.062 -2.894 0.000 -29.418
ZINC01552278 -27.315 -23.911 -0.075 0.000 -28.825
ZINC01552282 -33.834 -25.678 -6.221 0.000 -26.473
ZINC01552333 -22.758 -15.126 -4.323 0.000 -25.546
ZINC01552337 -27.344 -20.700 -4.689 0.000 -26.152
ZINC01552964 -27.900 -23.070 -1.541 0.000 -28.936
ZINC01553264 -21.222 -21.375 3.365 0.000 -32.517
ZINC01553265 -24.104 -23.945 3.124 0.000 -30.200
ZINC01554900 -29.936 -24.142 -2.518 0.000 -28.695
ZINC01555164 -33.142 -25.471 -4.378 0.000 -29.977
ZINC01555165 -24.875 -19.488 -2.057 0.000 -31.905
ZINC01569098 -20.912 -21.077 3.231 0.000 -28.961
ZINC01583194 -24.825 -23.483 1.931 0.000 -29.605
ZINC01620090 -22.677 -19.279 -0.071 0.000 -27.510
ZINC01648936 -23.095 -23.729 3.701 0.000 -32.707
ZINC01669626 -20.354 -17.408 0.337 0.000 -25.222
ZINC01682208 -21.167 -19.679 0.339 0.000 -27.668
ZINC01742948 -21.203 -20.081 2.148 0.000 -26.508
ZINC01745942 -29.506 -26.912 0.790 0.000 -33.035
ZINC01754451 -22.304 -22.970 3.836 0.000 -25.606
ZINC01754454 -29.343 -25.602 -0.344 0.000 -30.040
ZINC01755985 -25.377 -23.514 1.457 0.000 -31.556
ZINC01761808 -20.458 -19.054 1.984 0.000 -24.251
ZINC01770526 -25.236 -21.124 -0.863 0.000 -30.512
ZINC01772902 -28.685 -20.029 -5.366 0.000 -25.357
ZINC01773544 -21.134 -16.360 -1.494 0.000 -26.529
ZINC01773552 -21.940 -20.441 1.721 0.000 -26.965
ZINC01773553 -22.770 -22.806 3.365 0.000 -29.267
ZINC01773827 -25.774 -17.396 -5.070 0.000 -28.282
ZINC01778113 -22.000 -20.472 1.748 0.000 -26.727
ZINC01779129 -25.966 -23.999 1.254 0.000 -31.594
ZINC01785413 -43.081 -22.379 -17.376 0.000 -27.995
ZINC01785415 -39.617 -22.101 -14.217 0.000 -30.245
ZINC01794673 -24.490 -22.645 1.398 0.000 -30.245
ZINC01798232 -22.894 -19.658 -0.095 0.000 -26.264
ZINC01798235 -23.005 -20.354 0.730 0.000 -24.002
ZINC01800356 -22.155 -16.613 -2.168 0.000 -30.260
ZINC01800361 -23.737 -18.904 -1.409 0.000 -29.812
ZINC01813364 -21.690 -13.520 -4.847 0.000 -23.383
ZINC01816572 -26.625 -23.461 -0.031 0.000 -30.568
ZINC01818615 -28.318 -23.822 -1.235 0.000 -30.120
ZINC01818658 -25.878 -18.188 -4.484 0.000 -28.306
ZINC01819240 -30.002 -27.316 0.498 0.000 -32.330
ZINC01822504 -24.437 -19.502 -1.628 0.000 -31.017
ZINC01823906 -30.927 -22.525 -5.105 0.000 -29.547
ZINC01827824 -27.430 -23.991 -0.150 0.000 -28.245
ZINC01833459 -27.008 -25.539 1.832 0.000 -32.552
ZINC01837578 -25.871 -19.926 -3.742 0.000 -30.214
ZINC01853847 -24.521 -18.827 -2.530 0.000 -30.202
ZINC01860580 -22.043 -25.462 6.659 0.000 -28.605
ZINC01865961 -24.131 -18.054 -2.769 0.000 -29.043
ZINC01880914 -32.705 -23.118 -6.225 0.000 -29.460
ZINC01886637 -23.997 -17.563 -3.138 0.000 -24.719
ZINC01895379 -28.078 -21.503 -3.330 0.000 -27.435
ZINC01896736 -30.825 -24.594 -2.967 0.000 -31.324
ZINC01897559 -28.271 -19.754 -5.215 0.000 -25.034
ZINC01901976 -32.894 -29.115 -0.496 0.000 -31.360
ZINC01902006 -25.151 -22.949 1.120 0.000 -29.647
ZINC01902669 -33.817 -27.436 -4.465 0.000 -30.882
ZINC01907048 -22.338 -18.191 -0.904 0.000 -27.451
ZINC01915794 -29.176 -23.510 -2.284 0.000 -27.709
ZINC01922685 -28.927 -19.953 -5.695 0.000 -27.849
ZINC01936959 -26.291 -24.057 1.004 0.000 -30.010
ZINC01967440 -27.189 -22.891 -1.041 0.000 -28.342
ZINC01967441 -27.328 -24.235 0.256 0.000 -31.537
ZINC01976297 -34.959 -16.393 -15.217 0.000 -22.911
ZINC01976330 -18.229 -14.103 -0.929 0.002 -23.712
ZINC01976444 -32.183 -9.347 -19.403 0.000 -23.747
ZINC01985592 -22.519 -23.214 4.058 0.000 -31.112
ZINC01985593 -20.576 -16.829 -0.612 0.000 -25.260
ZINC01985594 -26.172 -22.674 -0.251 0.000 -27.523
ZINC02001885 -27.034 -18.941 -4.862 0.000 -30.450
ZINC02007693 -30.393 -25.325 -2.098 0.007 -29.012
ZINC02008807 -23.504 -22.331 2.206 0.000 -31.351
ZINC02008817 -23.637 -20.696 0.435 0.000 -31.555
ZINC02011612 -29.451 -20.479 -9.305 0.007 -30.852
ZINC02020941 -17.951 -12.142 -2.475 0.000 -20.597
ZINC02023446 -21.620 -15.642 -2.596 0.010 -26.417
ZINC02024046 -21.633 -23.201 4.868 0.000 -30.243
ZINC02049614 -23.930 -18.824 -1.820 0.000 -25.129
ZINC02053162 -26.553 -24.100 0.775 0.000 -29.358
ZINC02053172 -24.601 -20.958 -0.347 0.000 -27.309
ZINC02056271 -20.712 -16.928 -0.457 0.000 -26.567
ZINC02057261 -25.771 -17.433 -5.008 0.000 -28.643
ZINC02057389 -24.766 -21.697 0.329 0.000 -32.006
ZINC02057390 -27.010 -23.235 -0.396 0.000 -30.237
ZINC02062004 -31.075 -24.719 -3.005 0.000 -30.556
ZINC02062005 -25.108 -21.227 -0.517 0.000 -27.821
ZINC02085023 -24.586 -25.641 4.251 0.000 -32.153
ZINC02085027 -27.543 -22.666 -1.523 0.000 -31.523
ZINC02085286 -21.340 -19.142 1.141 0.002 -29.025
ZINC02085358 -18.695 -23.185 7.738 0.000 -30.744
ZINC02086129 -26.074 -20.452 -2.244 0.000 -26.325
ZINC02089746 -26.292 -23.164 0.208 0.000 -31.342
ZINC02091520 -28.222 -22.248 -2.704 0.000 -26.392
ZINC02092986 -19.996 -16.600 -0.176 0.000 -30.189
ZINC02093752 -24.745 -23.057 1.695 0.000 -29.560
ZINC02095637 -20.152 -23.540 2.548 0.454 -31.052
ZINC02096376 -23.140 -18.114 -1.635 0.000 -27.796
ZINC02097886 -27.130 -24.399 0.612 0.000 -31.376
ZINC02098756 -28.794 -22.156 -3.443 0.000 -33.626
ZINC02098761 -27.660 -22.584 -3.205 0.000 -30.748
ZINC02100553 -27.081 -21.319 -2.419 0.000 -28.231
ZINC02100561 -24.002 -17.952 -3.405 0.000 -23.675
ZINC02103163 -32.877 -24.312 -5.239 0.000 -29.001
ZINC02118828 -24.902 -19.985 -1.608 0.000 -29.306
ZINC02123114 -29.289 -27.420 1.340 0.000 -34.969
ZINC02123619 -26.311 -20.028 -2.959 0.000 -24.565
ZINC02123621 -23.731 -18.946 -1.493 0.000 -27.293
ZINC02127240 -24.239 -20.024 -1.004 0.000 -29.104
ZINC02127241 -25.340 -23.912 1.856 0.000 -28.242
ZINC02135467 -33.464 -30.065 -0.188 0.000 -29.860
ZINC02146461 -25.911 -18.290 -4.388 0.000 -27.504
ZINC02146464 -26.669 -19.661 -3.622 0.000 -28.066
ZINC02147930 -21.015 -17.121 -0.582 0.000 -25.447
ZINC02149556 -26.779 -23.030 -0.403 0.000 -31.209
ZINC02163698 -43.513 -22.149 -18.016 0.000 -26.252
ZINC02163700 -42.958 -20.190 -19.388 0.000 -27.625
ZINC02170048 -22.914 -20.218 0.702 0.000 -28.699
ZINC02172055 -16.577 -19.628 6.414 0.000 -29.366
ZINC02175834 -21.497 -18.273 0.083 0.000 -24.300
ZINC02176053 -27.207 -21.304 -2.686 0.000 -27.353
ZINC02176095 -25.133 -19.016 -2.806 0.000 -27.941
ZINC02185512 -27.177 -22.673 -1.272 0.003 -29.008
ZINC02188318 -23.511 -21.388 1.233 0.000 -30.193
ZINC02200130 -29.652 -26.270 0.032 0.000 -32.921
ZINC02200721 -22.547 -17.660 -1.575 0.000 -26.507
ZINC02206054 -31.147 -27.698 -0.110 0.000 -31.205
ZINC02207115 -27.087 -20.774 -3.382 0.000 -30.910
ZINC02210145 -28.986 -26.595 0.881 0.000 -29.107
ZINC02212144 -20.878 -14.779 -2.792 0.000 -23.807
ZINC02212347 -30.916 -21.756 -5.751 0.000 -32.265
ZINC02212351 -30.124 -19.444 -7.397 0.000 -24.364
ZINC02213568 -30.886 -25.430 -2.105 0.000 -35.108
ZINC02213569 -29.826 -19.851 -6.686 0.000 -27.881
ZINC02214188 -25.950 -16.021 -6.636 0.006 -24.730
ZINC02214508 -22.195 -18.405 -0.463 0.000 -27.522
ZINC02223689 -24.064 -16.828 -3.943 0.000 -25.215
ZINC02229346 -27.489 -18.312 -5.814 0.000 -28.133
ZINC02235364 -32.608 -24.020 -5.414 0.000 -31.466
ZINC02236966 -27.445 -22.951 -1.214 0.000 -29.186
ZINC02236978 -25.569 -16.435 -5.843 0.000 -29.224
ZINC02240877 -22.668 -19.929 -0.786 0.000 -28.583
ZINC02245102 -20.387 -16.118 -0.993 0.000 -24.681
ZINC02246704 -31.310 -23.463 -4.666 0.000 -29.756
ZINC02246817 -27.859 -19.856 -6.144 0.000 -28.262
ZINC02246869 -25.205 -19.373 -2.578 0.000 -26.507
ZINC02248768 -30.900 -22.796 -4.832 0.000 -30.036
ZINC02252594 -37.252 -33.116 -0.810 0.000 -31.491
ZINC02257695 -31.834 -23.661 -4.863 0.000 -29.812
ZINC02261631 -26.062 -21.613 -1.112 0.000 -27.241
ZINC02270057 -30.974 -23.393 -4.290 0.000 -24.116
ZINC02280406 -32.495 -27.187 -2.140 0.000 -28.607
ZINC02283812 -25.497 -21.427 -0.685 0.000 -28.986
ZINC02284108 -29.443 -21.639 -4.542 0.000 -26.461
ZINC02293776 -31.053 -27.560 -0.458 0.000 -26.966
ZINC02296465 -27.473 -26.288 1.915 0.178 -25.386
ZINC02298927 -32.285 -27.572 -1.316 0.000 -27.431
ZINC02299222 -30.144 -26.993 0.064 0.000 -29.268
ZINC02304207 -27.753 -24.747 0.376 0.000 -31.232
ZINC02307595 -25.402 -23.303 1.198 0.000 -28.744
ZINC02307597 -24.349 -21.429 0.419 0.000 -28.213
ZINC02307825 -28.298 -24.331 -0.744 0.000 -28.978
ZINC02308096 -20.468 -19.724 2.482 0.000 -26.363
ZINC02308099 -29.339 -25.239 -2.139 0.000 -29.149
ZINC02309001 -26.809 -16.852 -6.633 0.000 -24.119
ZINC02309459 -24.576 -18.425 -2.858 0.000 -27.493
ZINC02312414 -27.987 -21.145 -3.638 0.000 -32.152
ZINC02315748 -31.641 -28.354 0.108 0.000 -28.045
ZINC02316704 -23.658 -18.750 -1.514 0.000 -24.208
ZINC02317492 -29.881 -18.566 -7.950 0.000 -28.677
ZINC02318051 -23.657 -20.244 -0.018 0.000 -29.489
ZINC02318053 -23.790 -18.672 -1.852 0.000 -29.720
ZINC02318140 -34.270 -27.527 -3.337 0.000 -33.568
ZINC02318491 -29.879 -20.329 -6.249 0.000 -28.396
ZINC02318566 -34.663 -27.690 -3.749 0.000 -27.118
ZINC02321016 -26.370 -18.568 -4.589 0.000 -28.103
ZINC02321550 -29.081 -25.351 -0.424 0.000 -31.344
ZINC02321624 -33.298 -30.433 0.390 0.000 -29.084
ZINC02321688 -35.820 -33.462 0.895 0.000 -30.016
ZINC02321689 -33.724 -31.627 1.243 0.000 -27.334
ZINC02321937 -33.057 -19.662 -10.051 0.000 -31.104
ZINC02322455 -27.684 -19.484 -4.955 0.000 -27.168
ZINC02328792 -29.775 -23.622 -2.833 0.000 -31.071
ZINC02330266 -22.695 -18.170 -1.149 0.000 -25.229
ZINC02330595 -24.243 -19.463 -1.407 0.000 -31.235
ZINC02330598 -24.361 -19.663 -1.320 0.000 -29.677
ZINC02332412 -27.579 -21.976 -2.258 0.000 -29.227
ZINC02332805 -32.083 -21.077 -7.629 0.000 -32.091
ZINC02333826 -24.817 -20.008 -1.490 0.000 -25.170
ZINC02338551 -22.802 -16.750 -4.176 0.000 -22.162
ZINC02339301 -28.233 -20.175 -5.000 0.000 -27.603
ZINC02339497 -32.121 -19.529 -9.189 0.000 -30.104
ZINC02339511 -25.971 -20.324 -2.388 0.000 -28.339
ZINC02340282 -32.373 -27.998 -1.080 0.000 -32.591
ZINC02341118 -36.683 -29.090 -4.423 0.000 -29.581
ZINC02341684 -28.241 -24.889 0.010 0.000 -27.448
ZINC02341693 -29.627 -22.868 -3.492 0.000 -26.615
ZINC02344207 -30.638 -26.728 -0.707 0.000 -28.095
ZINC02344466 -25.685 -21.678 -0.777 0.000 -32.451
ZINC02347845 -29.522 -24.807 -1.429 0.000 -28.930
ZINC02348607 -33.858 -15.752 -14.701 0.000 -22.826
ZINC02349868 -28.737 -24.555 -0.937 0.000 -27.920
